fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
15.841399491018556,16.671996506129773,16.9241003490237,15.522756255373007,14.162724966566575,13.378322215963102,16.62168776826687,16.238643517752056,11.105189304577486,14.713346738073428,13.083306576461949,1.0
14.376191099893907,12.85316887139064,14.801014957586638,13.178696556797336,15.292193101725559,14.250867819275726,14.332371327101525,13.782371745023553,14.1573276140261,15.766326888492664,14.558644633725242,2.0
14.053228675938437,13.618815168369284,14.91457769919253,13.933432854107396,13.333560005533595,12.513794470903862,15.053941673574405,14.331279058543199,11.41712359738221,13.314734540733626,12.82116672400682,1.0
13.002767301152582,13.05297326016756,13.759063796224105,13.391412396039627,14.568830986928088,13.352381835024973,15.774684734924865,12.26535553008921,14.095461526705254,16.185107474743983,15.081614204139564,2.0
13.931096867886026,12.546876942413006,13.061373783430886,13.55900447765472,13.03772281188809,12.504866692068516,13.058761655783064,13.188871822046888,14.135217427843271,12.845808849206673,13.111220072102723,1.0
14.332652427789808,12.681287986817466,15.708860327928905,12.8165315578341,12.905128514430013,13.224893369037702,14.600421417928233,14.677194261738254,11.76219763141995,14.69154977818822,12.489829547405918,3.0
12.732113326406118,11.719140221696268,13.10241746055044,12.896932875370052,13.197309381722986,11.937105638862336,13.38243188485654,12.62621729795192,13.912459058288979,13.71394761938531,13.420763158614982,4.0
14.916708558898028,12.572584724368234,15.191350112078677,13.985629699545086,13.806403039731846,12.719716638451564,13.99469852122221,13.869119185905111,10.923511769163033,14.109798950193579,11.944142788331261,3.0
13.785014473567204,14.979447342233195,14.90021337705084,13.917173846547605,14.103985829294173,12.370889752944567,14.767183020947225,15.08119610803797,12.827237546024142,14.236701815607576,13.843218241631854,4.0
11.249678520074267,13.604167132911801,12.356232577673445,12.716458303448288,12.612455385760866,11.296411730936692,13.571433778708473,11.266648564094945,12.757913861183741,13.37603638749404,13.325185476268594,4.0
15.364103737399713,12.49533719758537,15.921184324244738,13.724548214190683,14.004569481589305,12.97652606487485,14.15863974744234,14.78587692812723,11.791043494776105,14.475554990510425,12.18691336833486,3.0
12.332799347455843,14.378305341242536,14.275466306100745,13.577463543763574,13.632012217449908,10.799972749025915,13.948328479972925,13.406851813610533,10.982412881221915,13.413062404899343,12.445871093400607,4.0
13.826946868589829,14.544310663003287,14.361602032266337,13.48261099474919,12.843427109924018,13.099696507438825,15.314725210845191,13.218423819710129,13.322989573734938,13.696372290993558,13.809760450221809,1.0
14.299239069986859,13.549903749361583,15.344113678123351,13.077843345274669,13.870104897252919,13.320944827952937,15.107224472522928,13.890458956223448,11.612531201444506,15.128174541103757,12.974021735669137,4.0
13.465190704616164,12.869648314064664,13.970506193399936,12.834420130964974,12.970915031059334,12.782591832401241,13.924616410908015,13.73341329508503,14.5359005477572,13.891483018566916,13.615087223998211,2.0
14.637681146878537,13.981675883610276,14.535684854382662,14.172463522077702,15.092843135308348,13.050541271811312,15.348473931611341,14.891860638530593,16.924668958600307,15.682442935404978,15.504548582870635,2.0
14.851501335860673,14.448024857159492,15.561793713724198,13.85933219756791,14.066136635809857,15.263173717951943,17.001352595959467,14.201148342928194,13.620388375848528,15.730393139914428,15.533186142378916,1.0
13.83605232561478,14.157353158828775,14.061107477512433,13.800738892166837,13.94992716817707,13.755086719887695,15.095168101332838,13.191379121462058,11.755065107400824,14.27773324561184,13.731000078953961,1.0
13.159912237039865,12.668025130117254,13.970566903741945,13.676882901722724,14.814291789183638,11.55388515277925,13.390462195097966,13.381962965221994,13.031791835207796,14.40782592095339,13.050497193371434,4.0
12.906750099135552,12.279070574002304,13.177707879752665,12.73275973617542,12.112637890896458,12.826578937282768,14.615971339985409,11.427814628808576,11.083421618960132,13.245875202843667,12.913027935632496,1.0
15.432221627255695,15.600069822038286,16.55384397249097,14.991009294234686,13.999409766557179,13.277858701648178,15.393860284107808,15.924179483160142,11.39691077101637,14.129485031884292,12.969548523382729,1.0
12.801081390785495,14.411900720379546,13.806492944004713,13.818912790193462,13.439914532465448,11.655297974492559,14.517208971048541,13.21084332426373,11.332329730524314,13.697037329951502,12.76555346088004,4.0
13.230243886833065,12.36614358947561,13.956984393699209,13.270125223365815,13.006733592176213,12.275597436420378,15.195214459976127,11.864093549135573,9.342815667574545,14.204385739032634,12.117924096242138,3.0
14.778845244640111,13.155302764388013,15.412170782696453,13.73237839417641,13.605021570853838,13.644056379727905,14.760097168622133,14.646398199618467,11.5935335043561,13.729332336303871,13.396052139526608,1.0
13.037959781632386,13.877842621904605,14.287388191190281,13.633733366264554,14.783091235712359,12.769366292087842,15.486886189807567,13.421142087633092,13.085091326814753,15.544934280511452,14.363247456780416,4.0
11.619733794290735,14.782892464241602,12.53467113126616,13.50903192097353,13.539752959054168,12.000135707966965,14.208214274841605,11.545534280264079,13.476149132981279,14.405436964821904,13.953030560172763,0.0
13.41053690592892,13.276563524639284,15.04204267078767,13.878227823442518,13.780148503813379,11.940423939887248,16.072991761502113,12.918872648491831,10.721751109327647,14.595621976945829,12.800479749728247,4.0
13.61519604214847,14.026231153758904,14.534534852232174,13.37331310470471,12.23568768792608,12.06719861158136,14.562998604547118,13.941548215956322,11.459931755036568,13.555086834867824,12.048013635742135,4.0
12.599747517431798,13.89354290797254,13.471836992525976,13.398791147827438,11.723797842126801,11.155724705230572,15.026815177119492,12.43552055095739,11.116951383587947,12.469674291027394,11.952813606618086,1.0
13.481709699751189,13.766434951509538,15.343489149990617,14.13465517015533,14.56832588903169,12.153533127896932,16.55145957164142,13.150391385416203,12.004769103117699,15.588598673741297,13.383808643119215,3.0
13.302130858495985,13.972545571008384,15.477010870847682,13.039182057137463,12.993810177311833,12.32368899026082,14.71266847558877,13.659065779735492,10.188789121759369,14.200435458669732,12.08371974282143,3.0
13.25791822016697,11.98766235799003,15.182160569242027,12.558149633095349,14.367426091978077,12.069030010870286,13.418374047767506,13.22183577280599,10.621312613502893,14.766086037042955,12.393074728723875,3.0
15.455996881776043,13.913459584435783,15.367486955140265,13.703684323427934,13.535805049348648,14.249252915643726,14.086689824366784,15.40989320353201,12.93765708219201,13.636705025899222,13.250820605149263,1.0
13.488650856992491,13.303435371969318,14.691286598416408,12.910214488096733,13.433616898683958,13.068397733095685,14.890347625571799,13.733254800204024,11.554523590845976,14.321682958563212,13.082468972191679,4.0
13.472914656446953,13.008512966514694,13.90737140734304,13.613796079748345,14.59589742431837,13.70831331163146,14.664586351333185,12.90891949871798,14.69213301526157,15.588075025972373,15.345727717697706,1.0
13.354131069989187,13.438906193258171,14.59949201652728,13.482095459145476,13.547658471674286,11.170769212562746,14.567123968443585,14.203072407183058,12.88126240721366,13.464560153216004,13.107641746586134,4.0
14.649572064725305,13.100675931695475,15.441742790911912,15.138891665750782,17.270604952151167,11.93292763727371,15.130910092543077,14.633465167796382,14.108568090604,16.665280610928004,15.124210101958782,4.0
13.752756859067507,13.63549133098323,14.470089150359405,14.073667280574437,13.804891500541686,10.964941533610043,13.158298536271545,14.682036282112648,12.283228195782502,12.780436147216221,11.88456227669416,4.0
16.072712428142218,16.082177578916887,14.839514993858142,15.921497136845103,16.669974043923013,15.253093754081448,15.666128273091925,15.933346281402603,20.322178933001755,17.090167178840673,17.736392696276035,1.0
13.858721048876296,15.570961269151542,14.629405148374081,14.709928609784692,14.293313492126536,13.217292149892526,16.11543866694497,13.631009517660798,12.442764276924095,14.979684045676505,14.596313057949416,1.0
14.353969613552858,14.728610347592891,14.127308063162937,13.694587152460224,13.545539521110365,12.925200469708434,14.644734627611072,15.307087921840381,15.499891013039655,14.160019430093698,14.443218591478383,4.0
13.285295467753393,12.80176231520656,14.060385150626542,13.587515651575094,13.600445115817866,10.922930224798048,12.846190490519849,13.716804394130229,12.292772333360917,13.244520761705719,12.339224046431855,4.0
13.782410170218228,14.166190502361589,14.678618216558002,13.356177504677184,13.791780055315037,12.528983685957948,14.581464116877758,14.236438749079595,12.291282334630713,14.506646186554024,12.917805039058639,4.0
14.041457940915219,13.372285144470922,14.739371236455973,13.389754393741693,12.55563335990429,12.85051162595992,15.175013901951935,13.317903508742408,11.230298792530446,13.778394727233131,12.300621837452013,1.0
13.300129413850781,13.884790059809218,14.58146122693112,13.802805549424582,11.917380276627744,10.841913930150438,15.757744031101463,14.327932912179977,11.626125933622637,12.88761648434784,12.197789691738253,4.0
14.139364823159168,12.8608049027619,15.968220667413997,13.423207554956722,14.856849518097048,12.524570356398828,13.211865721277976,14.477173202433816,11.627542249406492,14.769772572579262,12.678175912993336,3.0
11.555090932715041,13.94127833529668,13.863187860250541,13.620629918888092,15.575570479426691,9.886821514994468,13.504799050077013,13.276710080250044,12.780958948116696,14.667281016979766,13.445770497873436,4.0
14.799990165997569,13.520989778487449,16.128767852045975,13.925179725405053,14.662029259426854,14.462150752962843,17.348579975862478,13.59866652351724,12.935433703408108,16.809332295600655,15.135174308984656,1.0
13.100505941198321,13.392451453630605,14.991009095043449,13.05022896987815,15.581804311162834,12.665787102865293,14.314508024670998,14.081572246631685,13.395260577050168,16.002087778598746,14.228576974906353,4.0
12.053407255355935,12.960903139503644,12.647318176295192,14.192132264416912,13.360528867773242,11.513513454816522,14.342219592125659,11.360029031335076,14.633739992596158,14.082197648572182,14.376355047270328,1.0
14.972089989517476,13.279143176608025,15.630617666987606,13.70330409063577,13.851803907459322,13.268884649355867,13.033705302133598,15.03033944737858,12.448595422729992,14.181270688597708,12.287551926622417,4.0
17.043235374275763,14.33057770714378,16.789179805458485,14.980607713536713,14.269369425429076,14.75103917220355,14.953786644147915,17.416507847760027,14.444238487200407,14.83167919419549,13.943406794874026,1.0
11.667833152918123,11.950429528188987,12.719452904799628,12.997618924368055,13.48576829750178,11.398590275807628,13.512186978967216,11.162368210271795,11.263196841495661,13.537350641929137,12.8988973973788,3.0
12.614621435220586,11.81318968757385,13.873774932810171,12.818095003061892,12.247578695202616,10.795534546354508,13.606466044121825,12.893390929198409,10.921546973207153,12.25173335860903,11.784205843634892,4.0
14.342313339991142,13.422790808345107,15.54721613459228,13.427376070106327,15.163442543145951,14.270439335450657,16.718231485085553,14.007144450199684,14.011841564458521,17.0722882227309,15.332593108854669,4.0
13.053333543053766,13.824508852541086,14.533042923555872,14.597673710201216,17.314726314401145,11.433249849121564,14.645660125480706,13.339051253774912,13.771600791202433,16.548241589211603,14.451614465328182,3.0
12.805439710751944,12.91012405796361,13.102479513003729,13.673712310099711,11.84872097029033,10.763654275171856,14.166569355559568,12.574734357967117,10.598543579647588,12.414125742428922,11.994311263986,1.0
14.480209074446885,13.709679659018374,14.794029531279563,13.4127854168336,13.937791073700637,13.292973903288292,15.102413396477216,14.39550911629275,12.966150623650012,14.90085406819968,13.775482953075993,4.0
16.15103360180756,12.974927373093223,17.75244118467099,13.870643308524363,14.893749341039374,14.624341783098082,15.744811063989385,16.269369224148328,12.657441940925175,16.19393028089465,13.990031960161884,3.0
14.832007641232012,13.47396502240453,15.68544583088626,13.337547982317288,13.875089279441502,14.097301687570496,14.558625309256787,13.889507960894228,11.88110525201344,15.46629702952126,12.798255520491104,3.0
12.42216955822237,14.25650288266655,13.426233546636642,14.026412956093287,12.96578741232624,10.855206389354276,13.704121857722386,12.723755084694286,11.579025523759048,12.706379113152108,12.347315751228725,1.0
13.084992182335757,13.389162396375555,14.349548814364278,13.520299907968223,13.187560338510545,10.657484083225603,14.453225264856487,13.626499218416695,11.459994383685377,13.514023875112759,12.189197484713796,4.0
14.16461170218605,16.443165884428073,14.221452964633105,15.362305345989881,14.723151804795805,12.665153067637554,15.893422217598818,14.936389075838889,14.677584351757778,14.569527616938158,14.767853689717645,4.0
16.235011052364396,16.891249136396628,16.384167753018904,16.971876914482355,17.338056905938924,15.25082824546925,17.93480823745019,16.0911277584954,17.73946927055058,17.829641949456658,17.878224247276144,1.0
13.933184756902685,13.588691919318848,15.89582544587153,12.92704588118359,14.303532605480562,13.149041353348755,16.180666719681188,14.595541639709479,12.745689854048305,15.89645670841695,14.019132441552081,4.0
13.417058449348083,14.028065576813354,13.775377211624475,12.798937010716925,13.218199035101113,13.915258441590202,14.367032839224377,13.122117854882148,15.265437808975886,13.985906650991215,14.509603445503993,2.0
13.369350867112733,13.027517507275812,14.779914595794194,13.392630661240666,14.856470516554612,12.555012057256636,14.286474999725082,12.846905058003477,12.189026862744665,15.44774602716604,13.298317458862837,4.0
13.466296470961494,13.492015229409718,13.851319248753109,13.463259263633148,16.248971025430773,13.564152187353463,13.891968951815752,13.860812043757612,15.13974455262452,15.617251126381843,15.617986336229725,2.0
11.06690616342978,13.629674854402152,12.697530900925983,12.964072388342691,13.345629665801617,11.32256476951944,14.793235569347296,10.98961374748424,13.003423229499669,14.247422864830913,14.085449819055825,4.0
14.016669231146317,14.185631531939839,15.010879972581938,13.608152212846358,12.958580745554109,12.339762499645435,13.73575219170699,14.701710333103634,11.52472166277887,13.364765237345592,12.34313095164688,1.0
13.389106573728023,13.27725359382277,15.32785826736628,13.067765572968684,13.780713368378034,11.765766310682174,14.325833595940562,14.132000791323117,11.143794360890334,14.295459952589095,12.405548037676361,4.0
15.308804887406799,13.986107589999113,15.041819922777886,13.838118228775011,14.688747589577293,13.973790738286485,14.385190575890661,15.198510463409908,15.184318663493796,15.47750988530777,14.151206586777278,4.0
13.260491297521924,13.57888899405393,13.457334317070304,14.08983752255903,14.831859211122296,11.489682951649193,14.376455975649984,14.219499571112083,16.073663487168027,14.711781063871065,14.801225051414079,4.0
13.536256604043174,15.825160274576199,13.918761106458863,15.858584526553399,17.013019984199147,14.208498563738262,16.213690019844066,13.037391861403083,17.552831016996098,17.578903314139342,17.43657792097382,2.0
